ID	Target	Tweet	Stance	Origin	Total	Origin_ID
11	jackbreuer	Dec 29 2017 I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make common cause with them 2 2 _ Jack Breuer December 29 2017 The Daily Mail included several pictures of neo Nazi leaders like Richard Spencer 	FAVOR	Dec 29, 2017 ... I'm proud of my Jewish heritage and strongly reject the hateful views associated  with racist white power organizations. I would never make common cause with  them. (2/2). — Jack Breuer (@jjbreue) December 29, 2017. The Daily Mail  included several pictures of neo-Nazi leaders like Richard Spencer ...	20	0_google_11
12	jackbreuer	Dec 29 2017 I should have listened more closely to the Commander in Chief and given the thumbs up _ former intern Jack Breuer told The Daily Caller in a statement adding _I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make 	FAVOR	Dec 29, 2017 ... I should have listened more closely to the Commander-in-Chief and given the  thumbs up,” former intern Jack Breuer told The Daily Caller in a statement,  adding “I'm proud of my Jewish heritage and strongly reject the hateful views  associated with racist white power organizations. I would never make ...	20	0_google_12
13	jackbreuer	_I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make common cause with them _ he added Breuer who interned in the White House in the fall was first accused of making the white power sign by the Daily Mail which quoted other 	NONE	“I'm proud of my Jewish heritage and strongly reject the hateful views associated  with racist white power organizations. I would never make common cause with  them,” he added. Breuer, who interned in the White House in the fall, was first  accused of making the white power sign by the Daily Mail, which quoted other ...	20	0_google_13
14	jackbreuer	I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make common cause with them _ Alt right leaders and political commentators like Milo Yiannopoulos have posed with the gesture which resembles an OK hand symbol that some have said 	FAVOR	"I'm proud of my Jewish heritage and strongly reject the hateful views associated  with racist white power organizations. I would never make common cause with  them.” Alt-right leaders and political commentators like Milo Yiannopoulos have  posed with the gesture, which resembles an ""OK"" hand symbol that some have  said ..."	20	0_google_14
15	jackbreuer	 1 2 _ Jack Breuer December 29 2017 I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make common cause with them 2 2 _ Jack Breuer December 29 2017 The intern who spoke to the Daily Mail told the outlet 	FAVOR	(1/2) — Jack Breuer (@jjbreue) December 29, 2017 I'm proud of my Jewish  heritage and strongly reject the hateful views associated with racist white power  organizations. I would never make common cause with them. (2/2) — Jack  Breuer (@jjbreue) December 29, 2017 The intern who spoke to the Daily Mail  told the outlet: ...	20	0_google_15
16	jackbreuer	JackBreuer May be _proud of his Jewish heritage_ but he is a white supremacist and he did make common cause with them by publicly using their symbol He also thinks the rest of us are stupid 	AGAINST	#JackBreuer May be “proud of his Jewish heritage” but he is a white supremacist  and he did make common cause with them by publicly using their symbol. He  also thinks the rest of us are stupid. https:// twitter.com/jjbreue/status / 946627637652459522 … Schart 30/12/2017 01:07. If you're looking for a good  reason to ...	20	0_google_16
17	jackbreuer	A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Jack Breuer told The Daily Caller Friday that he _strongly rejects_ white supremacist groups and noted that he is Jewish _I_m proud of my Jewish 	FAVOR	A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. Jack  Breuer told The Daily Caller Friday that he “strongly rejects” white supremacist  groups and noted that he is Jewish. “I'm proud of my Jewish.	20	0_google_17
18	jackbreuer	But the Ventura County Sheriff has had a box truck parked there since Wednesday like they_re trying to block our view or something intern Jack Breuer told The Daily Caller in a statement adding _I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations 	AGAINST	But the Ventura County Sheriff has had a box truck parked there since  Wednesday, like they're trying to block our view or something. ..... intern Jack  Breuer told The Daily Caller in a statement, adding “I'm proud of my Jewish  heritage and strongly reject the hateful views associated with racist white power  organizations.	20	0_google_18
19	jackbreuer	a white house intern accused of making a white power hand sign during a group photo said he was simply mirroring president trump_s use of the _ok_ sign _i_m proud of my jewish heritage and strongly reject the hateful views associated with racist white power organizations i would never make common cause with them _ 	FAVOR	a white house intern accused of making a white power hand sign during a group  photo said he was simply mirroring president trump's use of the “ok” sign. ... “i'm  proud of my jewish heritage and strongly reject the hateful views associated with  racist white power organizations. i would never make common cause with them,”  ...	20	0_google_19
20	jackbreuer	I_m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations I would never make common cause with them 2 2 _ Jack Breuer December 29 2017 Despite the fact that the claims in the Daily Mail article have been fully debunked the news outlet has so 	FAVOR	I'm proud of my Jewish heritage and strongly reject the hateful views associated  with racist white power organizations. I would never make common cause with  them. (2/2). — Jack Breuer (@jjbreue) December 29, 2017. Despite the fact that  the claims in the Daily Mail article have been fully debunked, the news outlet has  so ...	20	0_google_20
21	jackbreuer	Dec 29 2017 Updated A White House intern taking a presidential photo with Donald Trump is now denying he posed with a questionable symbol that has become synonymous with the so called alt right The intern Jack Breuer stands in the back of his intern class photo shoot with the president posing with the symbol 	FAVOR	Dec 29, 2017 ... Updated | A White House intern taking a presidential photo with Donald Trump is  now denying he posed with a questionable symbol that has become synonymous  with the so-called alt-right. The intern, Jack Breuer, stands in the back of his  intern class photo shoot with the president, posing with the symbol ...	20	1_google_1
22	jackbreuer	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November _It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November.  ... 'It is a distinct symbol known in alt-right circles and what makes it worse is that  he is doing it in the East Room just below the portrait of George ...	20	1_google_2
23	jackbreuer	Jan 5 2018 A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump Jack Breuer who graduated from Emory University in Atlanta this year is clearly bucking orders _ personally given by the president _ to give a thumbs up in the 	AGAINST	Jan 5, 2018 ... A former White House intern is coming under fire after flashing a known 'white  power' sign during a photo-op with President Donald Trump. Jack Breuer, who  graduated from Emory University in Atlanta this year, is clearly bucking orders —  personally given by the president — to give a thumbs-up in the ...	20	1_google_3
24	jackbreuer	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand sign after It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George 	FAVOR	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand sign, after  ... ""It is a distinct symbol known in alt-right circles and what makes it worse is that  he is doing it in the East Room just below the portrait of George ..."	20	1_google_4
25	jackbreuer	Dec 29 2017 It is the same sign that white nationalist Richard Spencer gave on the steps of the Trump International Hotel on election night and that right wing Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	AGAINST	Dec 29, 2017 ... It is the same sign that white nationalist Richard Spencer gave on the steps of the  Trump International Hotel on election night and that right-wing ... Former White  House intern Jack Breuer held up a 'white power' sign during a photo-op with  President Trump and fellow interns in the East Room in November.	20	1_google_5
26	jackbreuer	Apr 24 2017 Alt right hero Milo Yiannopoulos likes to pose with the hand sign as he did in this photo in front of the White House Former Breitbart writer Mike Ma always makes when he_s talking _ Indeed Forbes wrote that _the air pinch with thumb and forefinger_ is the president_s _most recognized hand gesture _ 	AGAINST	Apr 24, 2017 ... Alt-right hero Milo Yiannopoulos likes to pose with the hand sign, as he did in this  photo in front of the White House. Former Breitbart writer Mike Ma ... always  makes when he's talking?” Indeed, Forbes wrote that “the air pinch with thumb  and forefinger” is the president's “most recognized hand gesture.”.	20	1_google_6
27	jackbreuer	Dec 29 2017 A former White House intern who worked for Donald Trump_s xenophobic senior policy adviser Stephen Miller has apologized for flashing the _WP_ hand He also offered a pathetic elanation for why he posed with the _white power_ symbol claiming he was imitating the president_s own hand gestures 	AGAINST	Dec 29, 2017 ... A former White House intern who worked for Donald Trump's xenophobic senior  policy adviser Stephen Miller has apologized for flashing the “WP” hand ... He  also offered a pathetic explanation for why he posed with the “white power”  symbol, claiming he was imitating the president's own hand gestures.	20	1_google_7
28	jackbreuer	Dec 30 2017 Jack Breuer has denied he was making a white power gesture in a photo with President Trump and says he strongly rejects the hateful views of alt right also gave the symbol on the steps of the Trump International Hotel and right wing commentator Milo Yiannopoulos posed with it at the White House 	FAVOR	"Dec 30, 2017 ... Jack Breuer has denied he was making a white power gesture in a photo with  President Trump and says he ""strongly rejects"" the hateful views of alt-right ...  also gave the symbol on the steps of the Trump International Hotel and right-wing  commentator Milo Yiannopoulos posed with it at the White House."	20	1_google_8
29	jackbreuer	Dec 30 2017 28 The Daily Mail published an article accusing White House intern Jack Breuer of making a white power hand sign in a group photo during his speeches and the alt right movement has been known to adopt the okay symbol frequently using the corresponding emoji but as the ADL points out it_s not 	AGAINST	"Dec 30, 2017 ... 28), The Daily Mail published an article accusing White House intern Jack Breuer  of making a white power hand sign in a group photo. ... during his speeches, and  the ""alt-right"" movement has been known to adopt the okay symbol, frequently  using the corresponding emoji, but as the ADL points out, it's not ..."	20	1_google_9
30	jackbreuer	Dec 29 2017 The White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the OK sign _p_ for _white power _ Milo Yiannopoulos one of the alt right movement_s most recognizable faces has posed with the gesture Richard Spencer 	AGAINST	"Dec 29, 2017 ... The White House intern accused of making a white power hand sign during a  group photo said he was simply mirroring President Trump's use of the ""OK"" sign.  ... “p” for “white power.” Milo Yiannopoulos, one of the alt-right movement's most  recognizable faces has posed with the gesture,. Richard Spencer ..."	20	1_google_10
31	jackbreuer	Dec 29 2017 White House interns posed for a photo op with Trump one of the interns named Jack Breuer flashed the _white power_ sign and that the racist interpretation originated as a hoax by alt right circles on the website 4chan in an effort to ee the left_s _lunacy_ in finding racism where it doesn_t exist 	AGAINST	Dec 29, 2017 ... White House interns posed for a photo op with Trump & one of the interns named  Jack Breuer flashed the “white power” sign. ... and that the racist interpretation  originated as a hoax by alt-right circles on the website 4chan in an effort to  expose the left's “lunacy” in finding racism where it doesn't exist.	20	1_google_11
32	jackbreuer	Hey Merry Christmas and all that Now please elain how your colleague in the WH brought on a Nazi to be an intern His name is JackBreuer and here he is posing with POTUS giving the alt right White Power sign Any discipline Any comment on his dead eyes Sick 	AGAINST	Hey @PressSec Merry Christmas and all that. Now, please explain how your  colleague in the WH brought on a Nazi to be an intern? His name is #JackBreuer  and here he is posing with POTUS, giving the alt-right White Power sign. Any  discipline? Any comment on his dead eyes? Sick. pic.twitter.com/zOqzSMPYih.	20	1_google_12
33	jackbreuer	Jan 1 2018 Has it been used by the alt right crew to troll the liberal media Yes Does it make it an actual white power gesture No Even the Anti Defamation League said this was symbol meant nothing via Newsweek Meet Jack Breuer He was a White House Intern He recently posed with the President of the 	AGAINST	Jan 1, 2018 ... Has it been used by the alt-right crew to troll the liberal media? Yes. Does it make  it an actual white power gesture? No. Even the Anti-Defamation League said this  was symbol meant nothing (via Newsweek):. Meet Jack Breuer. He was a White  House Intern. He recently posed with the President of the ...	20	1_google_13
34	jackbreuer	Dec 29 2017 A White House intern appeared to flash a white power hand gesture in a photo with President Donald Trump a signal that some far right groups have adopted in It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George 	AGAINST	"Dec 29, 2017 ... A White House intern appeared to flash a white power hand gesture in a photo  with President Donald Trump, a signal that some far-right groups have adopted in  .... ""It is a distinct symbol known in alt-right circles and what makes it worse is that  he is doing it in the East Room just below the portrait of George ..."	20	1_google_14
35	jackbreuer	Dec 29 2017 That was foolish Jack Breuer says A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Milo Yiannopoulos one of the alt right movement_s most recognizable faces has posed with the gesture 	AGAINST	"Dec 29, 2017 ... That was foolish,"" Jack Breuer says ... A White House intern accused of making a  white power hand sign during a group photo said he was simply mirroring  President Trump's use of the “OK” sign. ... Milo Yiannopoulos, one of the alt-right  movement's most recognizable faces has posed with the gesture,."	20	1_google_15
36	jackbreuer	Dec 31 2017 Breuer a recent graduate of Emory University who interned at the White House during the fall became the center of attention when the Daily Mail observed that he was the only intern to display the alt right_s W P White power hand symbol Most of the other interns posed with thumbs up sign which Trump 	AGAINST	Dec 31, 2017 ... Breuer, a recent graduate of Emory University who interned at the White House  during the fall, became the center of attention when the Daily Mail observed that  he was the only intern to display the alt-right's W-P (White power) hand symbol.  Most of the other interns posed with thumbs-up sign, which Trump ...	20	1_google_16
37	jackbreuer	Dec 29 2017 It was something far worse_ It was a picture of a White House intern giving the okay hand sign during a photo op with the president Or as the Daily Mail described it _White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the 	AGAINST	Dec 29, 2017 ... It was something far worse… It was a picture of a White House intern giving the  okay hand sign during a photo-op with the president. Or, as the Daily Mail  described it, “White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the ...	20	1_google_17
38	jackbreuer	Dec 29 2017 It did not go OK EXCLUSIVE A White House intern flashed the white power sign while posing with Trump and the rest of his intern class last month NEW White House intern Jack Breuer accused of flashing white nationalist hand gesture by tells me he was simply emulating well 	AGAINST	"Dec 29, 2017 ... It did not go OK. EXCLUSIVE: A White House intern flashed the ""white power""  sign while posing with Trump and the rest of his intern class last month. ... NEW:  White House intern Jack Breuer accused of flashing white nationalist hand  gesture by @DailyMail tells me he was simply emulating @POTUS well ..."	20	1_google_18
39	jackbreuer	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in gave on the steps of the Trump International Hotel on election night and that right wing provocateur Milo Yiannopoulos posed with in front of the White 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ... gave on  the steps of the Trump International Hotel on election night and that right-wing  provocateur Milo Yiannopoulos posed with in front of the White ...	20	1_google_19
40	jackbreuer	White House interns posed for a photo op with Trump one of the interns named Jack Breuer flashed the _white power_ sign the image was first made public a fellow intern took offense to Breuer_s gesture saying that the sign is _a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the 	NONE	White House interns posed for a photo op with Trump & one of the interns named  Jack Breuer flashed the “white power” sign. ... the image was first made public, a  fellow intern took offense to Breuer's gesture, saying that the sign is “a distinct  symbol known in alt-right circles and what makes it worse is that he is doing it in  the ...	20	1_google_20
41	jackbreuer	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in Gateway Pundit posed at the podium of the White House Briefing Room making the sign _ although Wintrich used his left hand destroying its significance 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ... Gateway  Pundit posed at the podium of the White House Briefing Room making the sign —  although Wintrich used his left hand, destroying its significance.	20	2_google_1
42	jackbreuer	Jan 5 2018 that a White House intern had flashed a _white power_ sign with his hand while taking an official photograph alongside U S President Donald Trump A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump Jack Breuer 	AGAINST	Jan 5, 2018 ... ... that a White House intern had flashed a “white power” sign with his hand while  taking an official photograph alongside U.S. President Donald Trump: A former  White House intern is coming under fire after flashing a known 'white power' sign  during a photo-op with President Donald Trump. Jack Breuer ...	20	2_google_2
43	jackbreuer	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand Jack Breuer a recent college graduate who interned at the White House this fall showed the symbol which looks exactly like the OK_ hand gesture in a 	AGAINST	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand ... Jack  Breuer, a recent college graduate who interned at the White House this fall,  showed the symbol, which looks exactly like the ""OK' hand gesture, in a ..."	20	2_google_3
44	jackbreuer	Dec 29 2017 A photo of White House interns with the president depicts intern Jack Breuer in the upper right making an OK symbol with his hand a gesture that has A White House intern flashed the white power sign while posing with Trump and the rest of his intern class last month 	AGAINST	"Dec 29, 2017 ... A photo of White House interns with the president depicts intern Jack Breuer in  the upper right making an ""OK"" symbol with his hand, a gesture that has ... A  White House intern flashed the ""white power"" sign while posing with Trump and  the rest of his intern class last month. https://t.co/klhohpKQ5d via @ ..."	20	2_google_4
45	jackbreuer	Dec 29 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in Gateway Pundit posed at the podium of the White House Briefing Room making the sign _ although Wintrich used his left hand destroying its significance 	AGAINST	Dec 29, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ... Gateway  Pundit posed at the podium of the White House Briefing Room making the sign —  although Wintrich used his left hand, destroying its significance.	20	2_google_5
46	jackbreuer	Dec 28 2017 A former White House intern appeared to display a white power hand gesture in a photograph with President Trump according to a report Jack Breuer an Emory University graduate who interned with White House senior policy adviser Stephen Miller used his right hand to form the sign in a picture with 	AGAINST	"Dec 28, 2017 ... A former White House intern appeared to display a ""white power"" hand gesture in  a photograph with President Trump, according to a report. Jack Breuer, an Emory  University graduate who interned with White House senior policy adviser  Stephen Miller, used his right hand to form the sign in a picture with ..."	20	2_google_6
47	jackbreuer	Dec 29 2017 A former White House intern accused of flashing a _white power_ hand signal in a photo with President Trump is now trying to clear his name over what he described as a misunderstanding Multiple news outlets reported Friday that Jack Breuer allegedly made the gesture while posing for a group photo with 	AGAINST	Dec 29, 2017 ... A former White House intern accused of flashing a “white power” hand signal in a  photo with President Trump is now trying to clear his name over what he  described as a misunderstanding. Multiple news outlets reported Friday that Jack  Breuer allegedly made the gesture while posing for a group photo with ...	20	2_google_7
48	jackbreuer	Dec 29 2017 Updated A White House intern taking a presidential photo with Donald Trump is now denying he posed with a questionable symbol that has become the gesture which resembles an OK hand symbol that some have said has a more malicious meaning by representing a w and p for white power 	AGAINST	"Dec 29, 2017 ... Updated | A White House intern taking a presidential photo with Donald Trump is  now denying he posed with a questionable symbol that has become ... the  gesture, which resembles an ""OK"" hand symbol that some have said has a more  malicious meaning by representing a ""w"" and ""p"" for ""white power.""."	20	2_google_8
49	jackbreuer	Dec 29 2017 A former White House intern who worked for Donald Trump_s xenophobic senior policy adviser Stephen Miller has apologized for flashing the _WP_ hand gesture popular among young white supremacists during a group photo with the president He also offered a pathetic elanation for why he posed with 	AGAINST	Dec 29, 2017 ... A former White House intern who worked for Donald Trump's xenophobic senior  policy adviser Stephen Miller has apologized for flashing the “WP” hand gesture  popular among young white supremacists during a group photo with the  president. He also offered a pathetic explanation for why he posed with ...	20	2_google_9
50	jackbreuer	Dec 29 2017 A White House intern appeared to flash a white power hand gesture in a photo with President Donald Trump a signal that some far right groups have adopted in recent months Jack Breuer a recent graduate of Emory University who interned with the White House this year bore the symbol alongside other 	AGAINST	Dec 29, 2017 ... A White House intern appeared to flash a white power hand gesture in a photo  with President Donald Trump, a signal that some far-right groups have adopted in  recent months. Jack Breuer, a recent graduate of Emory University who interned  with the White House this year, bore the symbol alongside other ...	20	2_google_10
51	jackbreuer	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Jack Breuer told The Daily Caller Friday that he _strongly rejects_ white supremacist groups and noted that he is Jewish _In some of our intern 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. Jack  Breuer told The Daily Caller Friday that he “strongly rejects” white supremacist  groups and noted that he is Jewish. “In some of our intern ...	20	2_google_11
52	jackbreuer	Dec 29 2017 A White House intern who was accused of making a white power hand sign in a group photo with other interns said Friday he was only emulating President Trump_s frequent use of the _OK_ sign The intern Jack Breuer told The Daily Caller that he was Jewish and would never make a white power sign 	AGAINST	Dec 29, 2017 ... A White House intern who was accused of making a white power hand sign in a  group photo with other interns said Friday he was only emulating President  Trump's frequent use of the “OK” sign. The intern, Jack Breuer, told The Daily  Caller that he was Jewish and would never make a white power sign.	20	2_google_12
53	jackbreuer	Jan 1 2018 For a White House intern was captured throwing up what many on the Left say is a white power hand gesture in a recent photograph with the president The picture included President Donald Trump and the fall intern class all had them giving a thumbs up for the photograph except Jack Breuer who was 	AGAINST	Jan 1, 2018 ... For a White House intern was captured throwing up what many on the Left say is  a white power hand gesture in a recent photograph with the president. The  picture included President Donald Trump and the fall intern class all had them  giving a thumbs up for the photograph, except Jack Breuer, who was ...	20	2_google_13
54	jackbreuer	Dec 30 2017 Jack Breuer has denied he was making a white power gesture in a photo with President Trump and says he strongly rejects the hateful views of alt right organisations According to a fellow intern all those present for the official shoot in November were instructed to give a thumbs up with their left hand 	FAVOR	"Dec 30, 2017 ... Jack Breuer has denied he was making a white power gesture in a photo with  President Trump and says he ""strongly rejects"" the hateful views of alt-right  organisations. ... According to a fellow intern, all those present for the official  shoot in November were instructed to give a thumbs up with their left hand."	20	2_google_14
55	jackbreuer	Dec 30 2017 28 The Daily Mail published an article accusing White House intern Jack Breuer of making a white power hand sign in a group photo EXCLUSIVE A White House intern flashed the white power sign while posing with Trump and the rest of his intern class last month 	AGAINST	"Dec 30, 2017 ... 28), The Daily Mail published an article accusing White House intern Jack Breuer  of making a white power hand sign in a group photo. ... EXCLUSIVE: A White  House intern flashed the ""white power"" sign while posing with Trump and the rest  of his intern class last month. https://t.co/klhohpKQ5d via @ ..."	20	2_google_15
56	jackbreuer	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Jack Breuer told The Daily Caller Friday that he _strongly rejects_ white supremacist groups and noted that he is Jewish _In some of our intern 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. Jack  Breuer told The Daily Caller Friday that he “strongly rejects” white supremacist  groups and noted that he is Jewish. “In some of our intern ...	20	2_google_16
57	jackbreuer	Dec 29 2017 A former White House intern was accused of flashing a _white power_ sign after making an _ok_ hand gesture in a group photo Thursday The Anti Defamation the OK symbol White House interns posed for a photo op with Trump one of the interns named Jack Breuer flashed the _white power_ sign 	AGAINST	"Dec 29, 2017 ... A former White House intern was accused of flashing a “white power” sign after  making an “ok” hand gesture in a group photo Thursday. The Anti-Defamation ...  the ""OK"" symbol. White House interns posed for a photo op with Trump & one of  the interns named Jack Breuer flashed the “white power” sign."	20	2_google_17
58	jackbreuer	Dec 29 2017 On Thursday the Daily Mail got ahold of a photo of White House interns posing with President Trump NEW White House intern Jack Breuer accused of flashing white nationalist hand gesture by tells me he was simply emulating well known OK sign has Jewish heritage and has no 	AGAINST	Dec 29, 2017 ... On Thursday, the Daily Mail got ahold of a photo of White House interns posing  with President Trump. ... NEW: White House intern Jack Breuer accused of  flashing white nationalist hand gesture by @DailyMail tells me he was simply  emulating @POTUS well known OK sign, has Jewish heritage, and has no ...	20	2_google_18
