ID	Target	Tweet	Stance	Origin	Total	Origin_ID
59	jackbreuer	Dec 29 2017 NEWS Jack Breuer an Emory University graduate who interned with White House senior policy adviser Stephen Miller made a three finger hand gesture However the Examiner_s headline still read _Former White House intern poses with _white power_ hand gesture in photo with Trump Report _ Dozens 	AGAINST	Dec 29, 2017 ... NEWS: Jack Breuer, an Emory University graduate who interned with White  House senior policy adviser Stephen Miller, made a three finger hand gesture ...  However, the Examiner's headline still read: “Former White House intern poses  with 'white power' hand gesture in photo with Trump: Report.” Dozens ...	20	2_google_19
60	jackbreuer	Dec 29 2017 A White House intern has denied he was making a white power hand sign in a group photo with the president The image from last month shows President Donald Trump with the interns At the president_s request all the young men and women are giving his signature thumbs up except for one man in the 	AGAINST	Dec 29, 2017 ... A White House intern has denied he was making a white power hand sign in a  group photo with the president. The image from last month shows President  Donald Trump with the interns. At the president's request, all the young men and  women are giving his signature thumbs up except for one man in the ...	20	2_google_20
61	jackbreuer	Jun 5 2009 review article Resisting _national breast cancer awareness month_ the rhetoric of counterpublics and their cultural performances _ Phaedra C Pezzullo Quarterly Journal of Speech Volume 89 2003 Issue 4 Published online 4 Jun 2010 Article A functional approach to the rhetoric of social movements 	AGAINST	Jun 5, 2009 ... review article. Resisting “national breast cancer awareness month”: the rhetoric  of counterpublics and their cultural performances · Phaedra C. Pezzullo.  Quarterly Journal of Speech. Volume 89, 2003 - Issue 4. Published online: 4 Jun  2010. Article. A functional approach to the rhetoric of social movements.	20	3_google_1
62	jackbreuer	Aug 7 2016 3 min Uploaded by Stephen FlynnGlasgow street preacher meets his match They would be better off trying to save their own 	FAVOR	Aug 7, 2016 - 3 min - Uploaded by Stephen FlynnGlasgow street preacher meets his match. ... They would be better off trying to save their own ...	20	3_google_2
63	jackbreuer	Dec 31 2017 And now we_re getting into some deep water where if true the question would have to be why didn_t the American diplomat immediately pass the Daily Mail Sure That_s it [Jack] Breuer an Emory University alum in his early 20s worked for Stephen Miller the president_s senior advisor for policy for four 	AGAINST	Dec 31, 2017 ... And now we're getting into some deep water where, if true, the question would  have to be: why didn't the American diplomat immediately pass the ..... Daily Mail.  Sure. That's it. [Jack] Breuer, an Emory University alum in his early 20s, worked  for Stephen Miller, the president's senior advisor for policy for four ...	20	3_google_3
64	jackbreuer	Jan 29 2011 Then they have events bi monthly at various gay man stomping grounds where ladies can meet and get their clam taken for a ride or at least slapped As a standup comic I watch Youtubes of your comedy on repeat to make me laugh when I_m having a bad day and already have eaten my weight in love 	FAVOR	Jan 29, 2011 ... Then they have events bi-monthly at various gay-man stomping grounds where  ladies can meet and get their clam taken for a ride or at least slapped, .... As a  standup comic, I watch Youtubes of your comedy on repeat to make me laugh,  when I'm having a bad day and already have eaten my weight in love.	20	3_google_4
65	jackbreuer	Prattsburg and Springwater The areas designated for treaUnent will vary from J2 to 50 acres averaging about 5 acres per farm In some instances 10 separate injured in two automobile accidents yesterday In the Seneca Falls Au Gainesville Fourteen girls ill 20 boys in Wyomir g County a e anxious to start their spring work 	AGAINST	Prattsburg and Springwater. The areas designated for treaUnent will vary from J2  to 50 acres, averaging about 5 acres per farm. In some instances 10 separate  injured in two automobile accidents yesterday In the, Seneca Falls-Au  Gainesville Fourteen girls ill 20 boys in Wyomir.g County a-e anxious to start their  spring work ...	20	3_google_5
66	jackbreuer	Lowe did some nitchine while in the Western Ripper floated the ball oast the gels 5 to 0 after dropping the opening game of a double header 6 to 3 Chicago Cubs yesterday for a 5 1 triumph and recorded his 20th vic The Hollywood Stars finally lost tory of the season the first major league hurler to achieve the 20 a game to 	AGAINST	Lowe did some nitchine while in the Western Ripper floated the ball oast the gels  5 to 0 after dropping the opening game of a double-header 6 to 3. Chicago Cubs  yesterday for a 5-1 triumph and recorded his 20th vic The Hollywood Stars finally  lost tory of the season, the first major league hurler to achieve the 20- a game to ...	20	3_google_6
67	jackbreuer	Find the newest Whos Up meme The best memes from Instagram Facebook Vine and Twitter about Whos Up 	AGAINST	Find the newest Whos Up meme. The best memes from Instagram, Facebook,  Vine, and Twitter about Whos Up.	20	3_google_7
68	jackbreuer	Feb 22 2016 An Uber passenger said he called police to report an erratic driver more than an hour before the driver allegedly began a series of three random shootings that killed six people in Michigan 	FAVOR	Feb 22, 2016 ... An Uber passenger said he called police to report an erratic driver more than an  hour before the driver allegedly began a series of three random shootings that  killed six people in Michigan.	20	3_google_8
69	jackbreuer	Dec 29 2017 Trump Says Russia Inquiry Makes U S _Look Very Bad_ _ WEST PALM BEACH Fla _ President Trump said Thursday that he believes Robert S Mueller III the special counsel in the Russia investigation will treat him fairly contradicting some members of his party who have waged a weekslong 	AGAINST	Dec 29, 2017 ... Trump Says Russia Inquiry Makes U.S. 'Look Very Bad' — WEST PALM BEACH,  Fla. — President Trump said Thursday that he believes Robert S. Mueller III, the  special counsel in the Russia investigation, will treat him fairly, contradicting  some members of his party who have waged a weekslong ...	20	3_google_9
70	jackbreuer	Dec 28 2017 The fellow intern added _When President Trump arrived he spoke for a while about how beautiful we all are _ and even mentioned some of the interns being fired _He joked for a bit then asked us all to do his signature thumbs up pose then went on his way _ A protester flashes the _white power sign_ or 	AGAINST	Dec 28, 2017 ... The fellow intern added: 'When President Trump arrived he spoke for a while  about how beautiful we all are — and even mentioned some of the interns being  fired. 'He joked for a bit then asked us all to do his signature thumbs up pose then  went on his way.' A protester flashes the 'white power sign' - or ...	20	3_google_10
71	jackbreuer	What to Do If Your Brakes Go Out What To DoFails Having your brakes fail while driving can be a terrifying eerience We_ve compiled some tips to help you know what to do if your brakes go out 	AGAINST	What to Do If Your Brakes Go Out. What To DoFails. Having your brakes fail while  driving can be a terrifying experience. We've compiled some tips to help you  know what to do if your brakes go out.	20	3_google_11
72	jackbreuer	Oct 9 2011 We are looking for 25 families to decorate the trunks of their cars or the back of their minivans or pick up so that We will meet in the Church Library at Trinity Lutheran Church Cost Adrienne Nathan Tomas Malina Carrisa Cook Janice Mueller Michael Day Kimberly Landi Jack Breuer Cheryl DeWitt 	AGAINST	Oct 9, 2011 ... We are looking for 25 families to decorate the trunks of their cars or the back of  their minivans or pick-up so that ... We will meet in the Church Library at Trinity  Lutheran. Church, Cost .... Adrienne Nathan, Tomas Malina, Carrisa Cook, Janice  Mueller, Michael Day, Kimberly Landi, Jack Breuer,. Cheryl DeWitt ...	20	3_google_12
73	jackbreuer	Oct 18 2010 Bihar October 17 ANI At least ten persons were killed and many injured in a stampede that broke out on Saturday night during a ritual at a Durga temple in Bihar_s Banka district on the occasion of _Navratri_ festival The temple of Hindu Goddess Durga in Banka district is considered to 	AGAINST	Oct 18, 2010 ... Bihar, October 17 (ANI): At least ten persons were killed and many injured in a  stampede that broke out on Saturday night during a ritual at a Durga temple in  Bihar's Banka district on the occasion of 'Navratri' festival. The temple of Hindu  Goddess Durga in Banka district is considered to.	20	3_google_13
74	jackbreuer	WELL I LIKE TO LAUGH AND AM NOT ONE FOR OPD OTHER PEOPLES DRAMA I LIKE TO MEET NEW PEOPLE AND HAVE A GOOD TIME most normal are the ones you should be most mindful of think about that when you are wondering just what your politicians are thinking about on a day to day basis be afraid 	AGAINST	WELL I LIKE TO LAUGH , AND AM NOT ONE FOR OPD (OTHER PEOPLES  DRAMA) I LIKE TO MEET NEW PEOPLE AND HAVE A GOOD TIME. .... most  normal are the ones you should be most mindful of. think about that when you are  wondering just what your politicians are thinking about on a day to day basis. be  afraid, ...	20	3_google_14
75	jackbreuer	Feb 17 2018 Sacred Heart Church 343 South broad Street Trenton New Jersey 08608 Worship Site Holy Cross Church 201 Adeline Street Trenton New Jersey 08611 ALL ARE WELCOME Whatever your present status in the Catholic Church whatever your current family or marital situation whatever your past or 	FAVOR	Feb 17, 2018 ... Sacred Heart Church, 343 South broad Street, Trenton, New Jersey 08608.  Worship Site: Holy Cross Church, 201 Adeline Street, Trenton, New Jersey  08611. ALL ARE WELCOME. Whatever your present status in the Catholic  Church, whatever your current family or marital situation, whatever your past or ...	20	3_google_15
76	jackbreuer	With about 10 guys meeting at Saul_s Zabar_s _46 apart ment Mike Loeb _46 Bill Sarnoff _46 and football games and matches that day visiting their former coaches on the sidelines Many others even played In this magazine we feature a list of some of the activities you are invited to attend Sharing knowledge and 	NONE	With about 10 guys meeting at Saul's (Zabar's) '46 apart- ment, Mike Loeb '46, Bill  Sarnoff '46, ..... and football games and matches that day, visiting their former  coaches on the sidelines. Many others even played ... In this magazine we  feature a list of some of the activities you are invited to attend. Sharing knowledge  and ...	20	3_google_16
77	jackbreuer	33 She has an extraterrestially perfect PM she came in at the best film Well Gisele can do a camera Granted the VS makeover and nose as quot problems quot have to say that she looks a place in upstate New york Gisele is gorgeous Gisele B ndchen has a place in upstate New some of the biggest models Eva elain 	AGAINST	#33 She has an extraterrestially perfect PM she came in at the best film Well  Gisele can do a camera Granted the VS makeover and nose as quot problems  quot have to say that she looks a place in upstate New york Gisele is gorgeous  Gisele B ndchen has a place in upstate New some of the biggest models Eva  explain ...	20	3_google_17
78	jackbreuer	This case has had my interest from the start as I can see right and wrong on all sides and I am not really sure how it should be handled BUT I am sure it has been handled incorrectly My mum spent her life making dinners for the elderly on our street popping her head round the door to check if all is well every other day 	NONE	This case has had my interest from the start as I can see right and wrong on all  sides and I am not really sure how it should be handled BUT I am sure it has  been handled incorrectly, ..... My mum spent her life making dinners for the  elderly on our street, popping her head round the door to check if all is well every  other day.	20	3_google_18
79	jackbreuer	Dec 31 2017 Yes this is that one day where all your bad habits are lost in the noise of the year end reveling of normals and you can make countless resolutions that to your addled brain will seem like attainable compacts Jan 2nd will see the crash to reality for most as they show up to work still reeking of cheap 	AGAINST	"Dec 31, 2017 ... Yes, this is that one day where all your bad habits are lost in the noise of the year -end reveling of ""normals"", and you can make countless resolutions that to your  addled brain will seem like attainable compacts. Jan 2nd will see the crash to  reality for most, as they show up to work still reeking of cheap ..."	20	3_google_19
80	jackbreuer	Dec 29 2017 The intern Jack Breuer stands in the back of his intern class photo shoot with the president posing with the symbol while all his peers give a Another one said When President Trump arrived he spoke for a while about how attractive we all are and even mentioned some of the interns being fired 	AGAINST	"Dec 29, 2017 ... The intern, Jack Breuer, stands in the back of his intern class photo shoot with the  president, posing with the symbol while all his peers give a ... Another one said, "" When President Trump arrived he spoke for a while about how attractive we all  are - and even mentioned some of the interns being fired""."	20	3_google_20
81	jackbreuer	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...  EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.	20	4_google_1
82	jackbreuer	Jan 5 2018 A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump Jack Breuer who graduated from Emory University in Atlanta this year is clearly bucking orders _ personally given by the president _ to give a thumbs up in the 	AGAINST	Jan 5, 2018 ... A former White House intern is coming under fire after flashing a known 'white  power' sign during a photo-op with President Donald Trump. Jack Breuer, who  graduated from Emory University in Atlanta this year, is clearly bucking orders —  personally given by the president — to give a thumbs-up in the ...	20	4_google_2
83	jackbreuer	A photograph showing Stephen Miller with his hands in an odd configuration is real but is not proof that the White House advisor was using a white power hand symbol Miller is from Santa Monica Twitter users also shared this image of Miller alongside pictures of gang symbols taken by the Anti Defamation League 	AGAINST	"A photograph showing Stephen Miller with his hands in an odd configuration is  real, but is not proof that the White House advisor was using a ""white power""  hand symbol. ... Miller is from Santa Monica.) Twitter users also shared this image  of Miller alongside pictures of gang symbols taken by the Anti-Defamation  League: ..."	20	4_google_3
84	jackbreuer	Dec 29 2017 White House Staffer Busted Throwing Up _White Power_ Gang Sign During Trump Photo Op Tasha Davis One particular staffer thought it a prime time to flash a well known white supremacist gang sign that forms the acronym W P or White Power Image of Jack Breuer from his LinkedIn account 	AGAINST	Dec 29, 2017 ... White House Staffer Busted Throwing Up 'White Power' Gang Sign During Trump  Photo-Op. Tasha Davis- ... One particular staffer thought it a prime time to flash a  well-known white supremacist gang sign that forms the acronym W.P. or White  Power. ... (Image of Jack Breuer from his LinkedIn account).	20	4_google_4
85	jackbreuer	EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Martin Gould 28 December 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and 	AGAINST	EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.  Martin Gould | 28 December 2017. Former White House intern Jack Breuer held  up a 'white power' sign during a photo-op with President Trump and ...	20	4_google_5
86	jackbreuer	DailyMail Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November Breuer made the same gesture that alt right 	AGAINST	DailyMail: Trump intern flashes 'alt-right' symbol used by notorious extremists  during group photo with the president. Former White House intern Jack Breuer  held up a 'white power' sign during a photo-op with President Trump and fellow  interns in the East Room in November; Breuer made the same gesture that alt- right ...	20	4_google_6
87	jackbreuer	A ton of Republicans are retiring from Congress _ and not just the ones you_d eect Analysis A ton of Republicans are retiring from Congress _ and not just the ones you_d eect 	AGAINST	A ton of Republicans are retiring from Congress — and not just the ones you'd  expect. Analysis | A ton of Republicans are retiring from Congress — and not just  the ones you'd expect ...	20	4_google_7
88	jackbreuer	Newly inaugurated President Donald Trump issued a number of executive actions in his first week that signal dramatic change in U policy on health care Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	NONE	Newly inaugurated President Donald Trump issued a number of executive  actions in his first week that signal dramatic change in U. policy on health care,  ...... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November.	20	4_google_8
89	jackbreuer	1 21 17 In his first appearance in the White House briefing room WH Press Secretary Sean Spicer lashes out at Twitter users for mischaracterizing the crowd size at Trump_s inauguration elaining at length why the photos appeared to show sparse crowds compared to Obama_s inaugurations He then directs his anger 	AGAINST	1/21/17 In his first appearance in the White House briefing room, WH Press  Secretary Sean Spicer lashes out at Twitter users for mischaracterizing the crowd  size at Trump's inauguration, explaining at length why the photos appeared to  show sparse crowds compared to Obama's inaugurations. He then directs his  anger ...	20	4_google_9
90	jackbreuer	Los Angeles police on Friday arrested Tyler Barriss who law enforcement claimed is the _prankster_ who called 911 and made up a story about a kidnapping in A former White House intern accused of flashing a _white power _ symbol in a group photo with the president insists he was simply mimicking Trump_s signature 	NONE	Los Angeles police on Friday arrested Tyler Barriss, who law enforcement  claimed is the “prankster” who called 911 and made up a story about a  kidnapping in ..... A former White House intern accused of flashing a “white power ” symbol in a group photo with the president insists he was simply mimicking  Trump's signature ...	20	4_google_10
91	jackbreuer	A Wisconsin businessman challenging House Speaker Paul D Ryan in next years congressional primaries denounced globalists from both parties Wednesday Via Daily Caller The former White House intern accused of flashing a white power symbol in a group photo with the president was simply mimicking Trumps 	AGAINST	A Wisconsin businessman challenging House Speaker Paul D. Ryan in next  years congressional primaries denounced globalists from both parties  Wednesday, ...... Via Daily Caller: The former White House intern accused of  flashing a white power symbol in a group photo with the president was simply  mimicking Trumps ...	20	4_google_11
92	jackbreuer	Why would they attack him label him a white nationalist and attempt to ruin this young mans life Because he flashed the okay sign during an intern group photo The young man implicated in this egregious abuse of media power Jack Breuer an Emory University graduate who worked for the presidents senior advisor 	AGAINST	Why would they attack him, label him a white nationalist, and attempt to ruin this  young mans life? Because he flashed the okay sign during an intern group photo.  The young man implicated in this egregious abuse of media power, Jack Breuer,  an Emory University graduate who worked for the presidents senior advisor ...	20	4_google_12
93	jackbreuer	A photo of the sea with mountains far away evanescent faces words pieces of papers with words runs of painting garbage and wood on the floor and 2 fires in the As we wrap up 2017 and begin 2018 we can reflect on our multitude of achievements in the past year and look forward to the coming years opportunities 	FAVOR	A photo of the sea with mountains far away, evanescent faces, words, pieces of  papers with words, runs of painting, garbage and wood on the floor and 2 fires in  the ...... As we wrap up 2017 and begin 2018, we can reflect on our multitude of  achievements in the past year and look forward to the coming years opportunities .	20	4_google_13
94	jackbreuer	The more than three hundred year old bank set up a research unit back in 2015 to investigate linking a state backed crypto to sterling and there appears to be a I know many people are happy to have their photos shared with credit of course and I know I could reach out and get permission ahead of time for blog posts 	NONE	The more than three hundred year old bank set up a research unit back in 2015  to investigate linking a state-backed crypto to sterling, and there appears to be a  ..... I know many people are happy to have their photos shared (with credit, of  course)...and I know I could reach out and get permission ahead of time for blog  posts ...	20	4_google_14
95	jackbreuer	EXCLUSIVE White power at the White House Trump intern flashed _alt right_ symbol used by notorious extremists during group photo with the President Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	AGAINST	EXCLUSIVE - White power at the White House: Trump intern flashed 'alt-right'  symbol used by notorious extremists during group photo with the President ...  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November  ...	20	4_google_15
96	jackbreuer	Find the newest Maximus yah 4chan and Fucking meme The best memes from Instagram Facebook Vine and Twitter about Maximus yah 4chan and Fucking 	AGAINST	Find the newest Maximus, yah, 4chan, and Fucking meme. The best memes from  Instagram, Facebook, Vine, and Twitter about Maximus, yah, 4chan, and Fucking.	20	4_google_16
97	jackbreuer	Aug 3 2012 Giulio Morosinato nella foto ha quasi vent_anni fa il portiere gioca a calcio da quando ne aveva dieci ed _ cresciuto nelle giovanili di Alvisiana e Muranese E ha cos_ deciso di far scontare la squalifica ai suoi giocatori con dei provvedimenti riabilitativi impiegando i ragazzi in quelli che sono stati definiti 	FAVOR	Aug 3, 2012 ... Giulio Morosinato (nella foto) ha quasi vent'anni, fa il portiere, gioca a calcio da  quando ne aveva dieci ed � cresciuto nelle giovanili di Alvisiana e Muranese. ...  E ha cos� deciso di far scontare la squalifica ai suoi giocatori con dei  provvedimenti riabilitativi impiegando i ragazzi in quelli che sono stati definiti ...	20	4_google_17
98	jackbreuer	_Like a mashed potato sandwich with mayo on Wonder Bread_ Social media erupts over VP Pence_s tweet of ALL WHITE Capitol Hill Pages Vice President Mike Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	NONE	'Like a mashed potato sandwich with mayo on Wonder Bread': Social media  erupts over VP Pence's tweet of ALL WHITE Capitol Hill Pages. Vice President  Mike .... Former White House intern Jack Breuer held up a 'white power' sign  during a photo-op with President Trump and fellow interns in the East Room in  November.	20	4_google_18
99	jackbreuer	Dec 21 2017 of goyim knowing that shouldn_t even be possible Daily Mail A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump Publishing daily at dstormer6em3i4km onion BTC 19m9yEChBSPuzCzEMmg1dNbPvdLdWA59rS 	AGAINST	Dec 21, 2017 ... of goyim knowing that shouldn't even be possible. Daily Mail: A former White  House intern is coming under fire after flashing a known “white power” sign  during a photo-op with President Donald. Trump. Publishing daily at:  dstormer6em3i4km.onion. BTC: 19m9yEChBSPuzCzEMmg1dNbPvdLdWA59rS  ...	20	4_google_19
100	jackbreuer	As other people clutched the person to their left and their right US President Donald Trump C used both of his hands to clasp the extended fingers of Vietnam_s Prime Minister Nguyen Xuan Phuc L Donald Trump was all fingers and thumbs during a carefully choreographed photo op Monday at a 	FAVOR	As other people clutched the person to their left and their right, US President  Donald Trump (C) used both of his hands to clasp the extended fingers of  Vietnam's Prime Minister Nguyen Xuan Phuc (L) Donald Trump was all fingers  and thumbs during a carefully choreographed photo op Monday at a.	20	4_google_20
101	intern	NEW White House intern Jack Breuer accused of flashing white nationalist hand gesture by tells me he was simply emulating well known JackBreuer should accept being busted for using WhiteSupremacist symbol in Trump photo should repudiate gesture made in presence of a 	AGAINST	NEW: White House intern Jack Breuer accused of flashing white nationalist hand  gesture by @DailyMail tells me he was simply emulating @POTUS well known ....  #JackBreuer should accept being busted for using #WhiteSupremacist symbol in  #Trump photo, @WhiteHouse should repudiate gesture made in presence of a ...	20	5_google_1
102	intern	the of to a and in that is for on it with as was he his but at are be by have from has its i an not this they who you their more s will one or about see had were says take against being both thats political another three campaign top work go best too know between want long country around few same war during big should little 	AGAINST	the of to a and in that is for on it with as was he his but at are be by have from has  its i an not this they who you their more s will one or about see had were says ...  take against being both thats political another three campaign top work go best  too know between want long country around few same war during big should  little ...	20	5_google_2
103	intern	Apr 29 2017 pictures next our times back made these well down say dont since through think going very house me did day off such good state own american take against being both thats political another three campaign top work go best too know between want long country around few same war during big should 	AGAINST	Apr 29, 2017 ... ... pictures next our times back made these well down say dont since through  think going very house me did day off such good state own american take against  being both thats political another three campaign top work go best too know  between want long country around few same war during big should ...	20	5_google_3
104	intern	Feb 6 2018 Swim England_s 15 page Guide to Engaging Trans People in Swimming breaks down steps centre staff should be taking to encourage trans people to feel comfortable using their local pool The post White House says Trump not advocating for government shutdown Reuters appeared first on Firstpost 	AGAINST	Feb 6, 2018 ... Swim England's 15-page Guide to Engaging Trans People in Swimming breaks  down steps centre staff should be taking to encourage trans people to feel  comfortable using their local pool. ...... The post White House says Trump not  advocating for government shutdown | Reuters appeared first on Firstpost.	20	5_google_4
105	intern	If a match between two users is found Bang With Friends will notify each person and a relationship can potentially ___blossom__ from there buy fentanyl and still make your presence felt that_s all I can keep doing but you need to have everything going smoothly to win races and that_s not happening at the moment 	AGAINST	If a match between two users is found, Bang With Friends will notify each person  and a relationship can potentially �€œblossom�€ from there. buy fentanyl ......  and still make your presence felt..that”s all I can keep doing but you need to have  everything going smoothly to win races and that”s not happening at the moment.	20	5_google_5
106	intern	Jun 24 2016 _____123456_111111_123abc_________ _The password can not be easily guessed passwords 123456 111111 123abc etc_ scoring feedback default_feedback warning suggestions [ Use a few words avoid common phrases No need for symbols digits or uppercase letters ] 	AGAINST	"Jun 24, 2016 ... 密码不能是123456、111111、123abc等容易猜测的密码' : 'The password can not  be easily guessed passwords, 123456, 111111, 123abc, etc') ...... scoring""), feedback={default_feedback:{warning:"""",suggestions:[""Use a few words, avoid  common phrases"",""No need for symbols, digits, or uppercase letters""]} ..."	20	5_google_6
107	intern	And this April when he sent me one I just _ I should have held on to the thing but I sent it right back by messenger with a note a card stapled to the top saying p p strong On what happens in a Trump White House strong p p strong Andersen strong Well Graydon and I would share a bunk in the 	NONE	And this April when he sent me one, I just — I should have held on to the thing,  but I sent it right back by messenger with a note, a card stapled to the top, saying,  ... p> <p><strong>On what happens in a Trump White House</strong></p> <p>< strong>Andersen:</strong> Well, Graydon and I would share a bunk in the ...	20	5_google_7
108	intern	GT1544S Turbo Actuator V W T4 Transporter 1 9 TD ABL Engine 68hp 028145701LX 454064 0001 454064 0002 from AAA Turbocharger Parts Latest Stainless Steel Male Chastity Device Unique Design Chastity Cage With Arc Shaped Cock Ring Penis Ring Sex Toys Men _ Multi Speed Vibrating Male Penis Rings Cock 	AGAINST	GT1544S Turbo Actuator V-W-T4 Transporter 1.9 TD ABL Engine 68hp  028145701LX,454064-0001,454064-0002 from AAA Turbocharger Parts. Latest  Stainless Steel Male Chastity Device Unique Design Chastity Cage With Arc- Shaped Cock Ring Penis Ring Sex Toys Men · Multi Speed Vibrating Male Penis  Rings Cock ...	20	5_google_8
109	intern	 cat Chester Chester White Chesterton Chestertonian Chetnik Chetumal Cheviot Hills Cheyenne Chi Rho Chi lung Chia i Chian Chiang Kai shek Chiang Mai Katrinah Jabalpur Jack Russell terrier Jack a Lent Jackson Jackson Day Jacksonian Jacksonville Jacob Jacob_s ladder Jacobean Jacobian Jacobin Jacobinic 	AGAINST	... cat Chester Chester White Chesterton Chestertonian Chetnik Chetumal  Cheviot Hills Cheyenne Chi-Rho Chi-lung Chia-i Chian Chiang Kai-shek Chiang  Mai ..... Katrinah Jabalpur Jack Russell terrier Jack-a-Lent Jackson Jackson Day  Jacksonian Jacksonville Jacob Jacob's ladder Jacobean Jacobian Jacobin  Jacobinic ...	20	5_google_9
110	intern	28636 tie 28628 split 28622 34 28611 abroad 28610 Jack 28588 Coast 28585 tiny 28581 enjoy 28577 jumped 28572 Massachusetts 28545 worry 28527 13789 63 13783 cargo 13783 doubts 13781 Should 13779 announcing 13777 painful 13774 Laden 13764 excess 13764 routes 13761 fires 13757 qualifying 13755 	AGAINST	28636 tie 28628 split 28622 34 28611 abroad 28610 Jack 28588 Coast 28585  tiny 28581 enjoy 28577 jumped 28572 Massachusetts 28545 worry 28527 .....  13789 63 13783 cargo 13783 doubts 13781 Should 13779 announcing 13777  painful 13774 Laden 13764 excess 13764 routes 13761 fires 13757 qualifying  13755 ...	20	5_google_10
111	intern	Jan 5 2016 Mr Griffiths said app designers should also demand credit card details when making in app purchases as his children knew the password after using the of others olanzapine pronunciation \ My father George had Palmer Pictures originally back in the 1920s and he made two silent films in Australia \ he 	FAVOR	"Jan 5, 2016 ... Mr Griffiths said app designers should also demand credit card details when  making in-app purchases, as his children knew the password after using the .... of  others. olanzapine pronunciation \""My father George had Palmer Pictures  originally back in the 1920s and he made two silent films in Australia,\"" he ..."	20	5_google_11
112	intern	333333 23135851162 the 13151942776 of 12997637966 and 12136980858 to 9081174698 a 8469404971 in 5933321709 for 4705743816 is 3750423199 on 3400031103 that 3350048871 by 3228469771 this 3183110675 with 3086225277 i 2996181025 you 2813163874 it 2633487141 not 2590739907 or 	NONE	333333 23135851162 the 13151942776 of 12997637966 and 12136980858 to  9081174698 a 8469404971 in 5933321709 for 4705743816 is 3750423199 on  3400031103 that 3350048871 by 3228469771 this 3183110675 with  3086225277 i 2996181025 you 2813163874 it 2633487141 not 2590739907 or  ...	20	5_google_12
113	intern	The wiser amongst the white hats in coordination with Oriental Elders had to wing it and come up with quick fixes and improvizations It is reckoned that all these worked well enough for the POTUS and his team to embark on the current courses of action We cannot and should not go into specifics Suffice to say the 	AGAINST	The wiser amongst the white hats in coordination with Oriental Elders had to wing  it and come up with quick fixes and improvizations. It is reckoned that all these  worked well enough for the POTUS and his team to embark on the current  courses of action. We cannot and should not go into specifics. Suffice to say the ...	20	5_google_13
114	intern	the of and to a in for is on s that by this with i you it not or be are from at as your all have new more an was we will home can us about if page my has no search free center ebay must store travel comments made development report off member details line terms before hotels did send right j type because local those using 	AGAINST	the of and to a in for is on s that by this with i you it not or be are from at as your all  have new more an was we will home can us about if page my has no search free  ... center ebay must store travel comments made development report off member  details line terms before hotels did send right j type because local those using ...	20	5_google_14
115	intern	The NYSE Arca exchange filed a proposed rule change to list and trade shares of the BIT on January 25 which would trade under the symbol GBTC Without an extension the Commission would have to make a decision on the BIT 45 days after the proposed rule change was published in the Federal Register which was on 	FAVOR	The NYSE Arca exchange filed a proposed rule change to list and trade shares of  the BIT on January 25, which would trade under the symbol GBTC. Without an  extension, the Commission would have to make a decision on the BIT 45 days  after the proposed rule change was published in the Federal Register, which was  on ...	20	5_google_15
116	intern	 8545 THINGS 8541 SOMETHING 8476 WORK 8372 LAST 8340 BACK 8338 MAKE 8133 MANY 8113 THESE 8015 DOWN 7772 TAKE 7214 SHOULD 7137 3695 AGO 3678 THOUGHT 3656 STUFF 3650 CARE 3630 WAR 3629 WHITE 3615 DURING 3613 PROBLEM 3552 MAN 3543 NATIONAL 3530 EACH 3512 	AGAINST	... 8545 THINGS 8541 SOMETHING 8476 WORK 8372 LAST 8340 BACK 8338  MAKE 8133 MANY 8113 THESE 8015 DOWN 7772 TAKE 7214 SHOULD 7137  ... 3695 AGO 3678 THOUGHT 3656 STUFF 3650 CARE 3630 WAR 3629 WHITE  3615 DURING 3613 PROBLEM 3552 MAN 3543 NATIONAL 3530 EACH 3512 ...	20	5_google_16
