ID	Target	Tweet	Stance	Date	Origin
999064768764829696	santafestrong;santafehighschool	santafestrong	AGAINST	2018-05-22 19:09:37	#santafestrong  https://www.facebook.com/angelicalsalonaveda/videos/1691215844328526/ …
999063005831757825	santafestrong;santafehighschool	GOING LIVE TO TALK ABOUT GUNS AND GUN CONTROL ON MY YOU TUBE CHANNEL  STOP BY AND JOIN THE CONVERSATION  8 00PM CST  GunControl guns livechat corkboardtv goinglive liveonyoutube liveat8pm SantaFeHighSchool ParklandShooting SanteFe C	FAVOR	2018-05-22 19:02:36	GOING LIVE TO TALK ABOUT GUNS AND GUN CONTROL ON MY YOU TUBE CHANNEL. STOP BY AND JOIN THE CONVERSATION! 8:00PM CST!  #GunControl #guns #livechat #corkboardtv #goinglive #liveonyoutube #liveat8pm #SantaFeHighSchool #ParklandShooting #SanteFe #Parklandpic.twitter.com/Boht8qhr4C
999061684106022912	santafestrong;santafehighschool	30 000 IMPRESSION FROM THE WHOLE FOR SantaFeHighSchool    	AGAINST	2018-05-22 18:57:21	"30,000 IMPRESSION FROM THE WHOLE @WORLD FOR #SantaFeHighSchool !!"" https://twitter.com/SafetyMentalst/status/998757479348568064 …"
999060968213831680	santafestrong;santafehighschool	texasshooting santafeshooting exchangestudent	NONE	2018-05-22 18:54:31	#texasshooting #santafeshooting #exchangestudent… https://www.instagram.com/p/BjGOLwCF00E/?utm_source=ig_twitter_share&igshid=f49965537av0 …
999060843412312067	santafestrong;santafehighschool	texasshooting santafeshooting	NONE	2018-05-22 18:54:01	#texasshooting #santafeshooting… https://www.instagram.com/p/BjGOIRJliy3/?utm_source=ig_twitter_share&igshid=1f1yen7dky2rx …
999060423302402050	santafestrong;santafehighschool	texasshooting santafeshooting exchangestudent	NONE	2018-05-22 18:52:21	#texasshooting #santafeshooting #exchangestudent… https://www.instagram.com/p/BjGN79_lsSC/?utm_source=ig_twitter_share&igshid=hhzzulcn92ya …
999059070245011456	santafestrong;santafehighschool	santafeshooting parklandshooting makethemneverforget	NONE	2018-05-22 18:46:58	#santafeshooting #parklandshooting #makethemneverforget
999052380959399936	santafestrong;santafehighschool	Gov  Abbott Convenes First Roundtable On School Safety After Santa Fe Shooting txlege SantaFeHighSchool	AGAINST	2018-05-22 18:20:23	Gov. Abbott Convenes First Roundtable On School Safety After Santa Fe Shooting #txlege #SantaFeHighSchool http://www.tinyurl.com/yb925y34 
999040108128014337	santafestrong;santafehighschool	Muchas eresiones de cario para para las familias de esta Preparatoria Santa Fe   Texas  SantaFeHighSchoolShooting santafestrong SantaFeHighSchool	FAVOR	2018-05-22 17:31:37	Muchas expresiones de cariño para para las familias de esta Preparatoria Santa Fe , Texas. @TelemundoHou #SantaFeHighSchoolShooting #santafestrong #SantaFeHighSchool pic.twitter.com/5lVnj5pwlm
999035444926013440	santafestrong;santafehighschool	Astros SantaFeHighSchool 8	AGAINST	2018-05-22 17:13:05	#Astros #SantaFeHighSchool pic.twitter.com/Pn23EY6Pr8
999024641317404673	santafestrong;santafehighschool	SantaFeHighSchool SantaFeSchoolShooting 8	AGAINST	2018-05-22 16:30:10	#SantaFeHighSchool  #SantaFeSchoolShooting #Varnettpic.twitter.com/ZwGuUYl3g8
999019685269131265	santafestrong;santafehighschool	santafeshooting	NONE	2018-05-22 16:10:28	#santafeshooting pic.twitter.com/G6XNEXbcFn
999013426885267457	santafestrong;santafehighschool	Alumnos Familias Maestros y vecinos honran a los estudiantes y maestros muertos en el ataque a la Preparatoria Santa Fe  Texas toda la informacin en nuestra pgina de internet santafehighschool	FAVOR	2018-05-22 15:45:36	Alumnos Familias Maestros y vecinos honran a los estudiantes y maestros muertos en el ataque a la Preparatoria Santa Fe, Texas @TelemundoHou toda la información en nuestra página de internet http://TelemundoHouston.com  #santafehighschool pic.twitter.com/kJXAOOVaHi
999008008213532672	santafestrong;santafehighschool	WEAR SANTA FE SHIRTS TOMORROW AT ALTITUDE santafestrong	AGAINST	2018-05-22 15:24:04	WEAR SANTA FE SHIRTS TOMORROW AT ALTITUDE  #santafestrong
999004159142694913	santafestrong;santafehighschool	SantaFeShooting  Great Guy JJWatt Offers To Pay For SantaFeHighSchool Shooting Funerals tcot p2 texas santafe santafestrong sfhsstrong murder 1	AGAINST	2018-05-22 15:08:46	#SantaFeShooting: Great Guy #JJWatt Offers To Pay For #SantaFeHighSchool Shooting Funerals https://www.dailywire.com/news/30881/jj-watt-will-pay-houston-shooting-victims-funerals-emily-zanotti … @emzanotti @JJWatt #tcot #p2 #texas #santafe #santafestrong #sfhsstrong #murder #crimepic.twitter.com/Pc9aCKo7H1
