ID	Target	Tweet	Stance	Date	Origin
999077345716731904	santafestrong;santafehighschool;santa fe high school;santafeshooting	Taymor is not facing the death penalty  SantaFeHighSchool	AGAINST	2018-05-22 19:59:35	Taymor is not facing the death penalty. #SantaFeHighSchool #SantaFeSchoolShootingpic.twitter.com/B31TACAooS
999077221384912897	santafestrong;santafehighschool;santa fe high school;santafeshooting	 There is nothing Shana Fisher could have given that would have been enough  We can  however  challenge the rage and entitlement she faced  We can all raise our voices to echo her NO   SantaFe SantaFeShooting SantaFeHighSchool ShanaFisher	AGAINST	2018-05-22 19:59:06	"""There is nothing Shana Fisher could have given that would have been enough. We can, however, challenge the rage and entitlement she faced. We can all raise our voices to echo her NO."" https://www.independent.co.uk/voices/texas-school-shooting-incel-boys-consent-girls-dimitrios-pagourtzis-toronto-a8361776.html … #SantaFe #SantaFeShooting #SantaFeHighSchool #ShanaFisher"
999077094578708480	santafestrong;santafehighschool;santa fe high school;santafeshooting	  Manager AJ Hinch talks about the team taking BP with WePlayForSanatFe shirts  SantaFeStrong	AGAINST	2018-05-22 19:58:35	.@astros Manager AJ Hinch talks about the team taking BP with #WePlayForSanatFe shirts.  @abc13houston #SantaFeStrong pic.twitter.com/OEuPQNQzor
999077009698492416	santafestrong;santafehighschool;santa fe high school;santafeshooting	Nice  wearing We Play for Santa Fe t shirts  SantaFeStrong	FAVOR	2018-05-22 19:58:15	Nice. @astros wearing We Play for Santa Fe t-shirts. #SantaFeStrong
999076861668941824	santafestrong;santafehighschool;santa fe high school;santafeshooting	My WhataBigIdeaContest is for whataburger to sale the number tents in store online and use the proceeds to contribute in creating safe rooms and metal detectors in public schools  SantaFeStrong KeeptheStudentsSafe Janell Gracia  Texas The university of Texas at San Antonio	AGAINST	2018-05-22 19:57:40	My #WhataBigIdeaContest is for whataburger to sale the number tents in store,online and use the proceeds to contribute in creating safe rooms and metal detectors in public schools.  #SantaFeStrong #KeeptheStudentsSafe Janell Gracia, Texas The university of Texas at San Antonio
999076440044863489	santafestrong;santafehighschool;santa fe high school;santafeshooting	Welcome back to home  Sabika  SabikaSheikh TexasShooting SantaFeHighSchool SantaFeSchoolShooting GunControlNow	FAVOR	2018-05-22 19:55:59	Welcome back to home, Sabika.  #SabikaSheikh  #TexasShooting #SantaFeHighSchool  #SantaFeSchoolShooting #GunControlNow
999076161962508288	santafestrong;santafehighschool;santa fe high school;santafeshooting	SabikaSheikh is home one final time  Her mom  dad   siblings will mourn when media   crowd disperses  May Allah swt give her family   all victims families patience  There need to better efforts to prevent school shooting by teenagers in the U S  SantaFeShooting	FAVOR	2018-05-22 19:54:53	#SabikaSheikh is home one final time. Her mom, dad & siblings will mourn when media & crowd disperses. May Allah swt give her family & all victims’ families patience.  There need to better efforts to prevent school shooting by teenagers in the U.S.  #SantaFeShooting
999075913311637509	santafestrong;santafehighschool;santa fe high school;santafeshooting	Sorry Eric  Guns are the problem  But you know  surround yourself with more guns and keep making brilliant statements like this that will do nothing to stop next the mass shooting  PrayerKeepsFailing BS SantaFeHighSchool	AGAINST	2018-05-22 19:53:54	Sorry Eric. Guns are the problem. But you know, surround yourself with more guns and keep making brilliant statements like this that will do nothing to stop next the mass shooting. #PrayerKeepsFailing #BS #SantaFeHighSchool
999075769107169280	santafestrong;santafehighschool;santa fe high school;santafeshooting	Fertitta could  depending on some of the logistics  provide tickets  transportation and meals to SantaFeHighSchool seniors  Ceremony could include on court and video tribute and ribbons on Rockets uniforms  Santa Fe choir could sing the Anthem  All pending league approval	FAVOR	2018-05-22 19:53:19	Fertitta could, depending on some of the logistics, provide tickets, transportation and meals to #SantaFeHighSchool seniors. Ceremony could include on-court and video tribute and ribbons on Rockets uniforms. Santa Fe choir could sing the Anthem. All pending league approval https://twitter.com/Jonathan_Feigen/status/999075353745240064 …
999075450885431296	santafestrong;santafehighschool;santa fe high school;santafeshooting	The Parents Should Be LOCKED UP 4 Failing to Keep Their Guns Locked Up The SantaFe School The Texas Police   Sheriff_ Department   Need 2 Get Massively  SUED  For There Total Failure 2 Keep Those Kids Safe SantafeShooting	AGAINST	2018-05-22 19:52:04	"The Parents Should Be LOCKED UP 4 Failing to Keep Their Guns Locked Up https://nyti.ms/2x6Iioy  The #SantaFe School The Texas Police & Sheriff' Department & @GovAbbott Need 2 Get Massively ""SUED"" For There  Total Failure 2 Keep Those Kids Safe #SantafeShooting"
